date,darshans,weekend,summer,is_public_holiday,is_festival,is_brahmostavam,darshans_lag1,darshans_lag7,rolling_avg_7_safe,google_trend_lag1,temp_max_lag1,temp_min_lag1,rainfall_lag1,humidity_lag1,temp_range_lag1,rainfall_lag1_log
2023-09-26,55747,0,0,0,0,0,72137.0,67267.0,69182.14285714286,60.0,34.0,24.1,0.4,75.0,9.899999999999999,0.33647223662121295
2023-09-27,66336,0,0,0,0,0,55747.0,64277.0,67536.42857142857,38.0,33.0,24.2,10.8,82.0,8.8,2.468099531471619
2023-09-28,54620,0,0,1,0,0,66336.0,66462.0,67830.57142857143,27.0,33.1,24.0,7.6,81.0,9.100000000000001,2.151762203259462
2023-09-29,66233,0,0,0,0,0,54620.0,72650.0,66138.85714285714,32.0,33.0,24.5,32.7,79.0,8.5,3.517497837358316
2023-09-30,87081,1,0,0,0,0,66233.0,74884.0,65222.142857142855,32.0,32.6,24.5,20.0,83.0,8.100000000000001,3.044522437723423
2023-10-01,88623,1,0,0,0,0,87081.0,66598.0,66964.57142857143,37.0,32.2,24.3,7.0,81.0,7.900000000000002,2.0794415416798357
2023-10-02,80551,0,0,1,0,0,88623.0,72137.0,70111.0,35.0,32.9,24.4,0.3,75.0,8.5,0.26236426446749106
2023-10-03,79365,0,0,0,0,0,80551.0,55747.0,71313.0,32.0,34.4,24.4,0.0,68.0,10.0,0.0
2023-10-04,76526,0,0,0,0,0,79365.0,66336.0,74687.0,32.0,34.2,25.3,0.2,64.0,8.900000000000002,0.18232155679395465
2023-10-05,68558,0,0,0,0,0,76526.0,54620.0,76142.71428571429,27.0,34.1,23.5,0.4,72.0,10.600000000000001,0.33647223662121295
2023-10-06,72104,0,0,0,0,0,68558.0,66233.0,78133.85714285714,30.0,33.9,24.4,0.2,73.0,9.5,0.18232155679395465
2023-10-07,72309,1,0,0,0,0,72104.0,87081.0,78972.57142857143,27.0,35.7,25.0,0.0,69.0,10.700000000000003,0.0
2023-10-08,70515,1,0,0,0,0,72309.0,88623.0,76862.28571428571,26.0,35.3,24.7,0.2,67.0,10.599999999999998,0.18232155679395465
2023-10-09,68828,0,0,0,0,0,70515.0,80551.0,74275.42857142857,24.0,34.1,24.9,4.8,73.0,9.200000000000003,1.7578579175523736
2023-10-10,71361,0,0,0,0,0,68828.0,79365.0,72600.71428571429,27.0,34.2,24.5,5.7,79.0,9.700000000000003,1.9021075263969205
2023-10-11,72230,0,0,0,0,0,71361.0,76526.0,71457.28571428571,24.0,34.5,24.5,0.4,76.0,10.0,0.33647223662121295
2023-10-12,65937,0,0,0,0,0,72230.0,68558.0,70843.57142857143,21.0,33.9,23.7,1.9,72.0,10.2,1.0647107369924282
2023-10-13,59304,0,0,0,0,0,65937.0,72104.0,70469.14285714286,25.0,34.5,23.4,0.0,64.0,11.100000000000001,0.0
2023-10-14,67785,1,0,0,0,0,59304.0,72309.0,68640.57142857143,25.0,32.3,21.5,0.1,70.0,10.799999999999997,0.09531017980432487
2023-10-15,60659,1,0,0,1,0,67785.0,70515.0,67994.28571428571,18.0,31.7,23.5,5.0,80.0,8.2,1.791759469228055
2023-10-16,73859,0,0,0,1,0,60659.0,68828.0,66586.28571428571,25.0,32.2,24.0,10.5,78.0,8.200000000000003,2.4423470353692043
2023-10-17,72123,0,0,0,1,0,73859.0,71361.0,67305.0,23.0,32.4,24.5,0.5,74.0,7.899999999999999,0.4054651081081644
2023-10-18,68763,0,0,0,1,0,72123.0,72230.0,67413.85714285714,23.0,34.3,23.8,0.5,62.0,10.499999999999996,0.4054651081081644
2023-10-19,66757,0,0,0,1,0,68763.0,65937.0,66918.57142857143,27.0,35.2,23.1,0.2,58.0,12.100000000000001,0.18232155679395465
2023-10-20,69821,0,0,0,1,0,66757.0,59304.0,67035.71428571429,18.0,33.5,22.8,0.9,63.0,10.7,0.6418538861723948
2023-10-21,65422,1,0,0,1,0,69821.0,67785.0,68538.14285714286,23.0,35.0,22.9,0.0,66.0,12.100000000000001,0.0
2023-10-22,77187,1,0,0,1,0,65422.0,60659.0,68200.57142857143,30.0,34.0,23.1,2.2,71.0,10.899999999999999,1.1631508098056809
2023-10-23,79693,0,0,0,1,0,77187.0,73859.0,70561.71428571429,26.0,36.2,22.7,0.0,61.0,13.500000000000004,0.0
2023-10-24,71037,0,0,1,1,0,79693.0,72123.0,71395.14285714286,28.0,36.1,22.2,0.0,43.0,13.900000000000002,0.0
2023-10-25,65422,0,0,0,0,0,71037.0,68763.0,71240.0,51.0,35.7,21.4,0.0,42.0,14.300000000000004,0.0
2023-10-26,62055,0,0,0,0,0,65422.0,66757.0,70762.71428571429,29.0,35.7,21.7,0.0,50.0,14.000000000000004,0.0
2023-10-27,63404,0,0,0,0,0,62055.0,69821.0,70091.0,24.0,34.5,22.0,0.0,58.0,12.5,0.0
2023-10-28,47351,1,0,0,0,0,63404.0,65422.0,69174.28571428571,29.0,33.8,22.2,3.4,66.0,11.599999999999998,1.4816045409242156
2023-10-29,85497,1,0,0,0,0,47351.0,77187.0,66592.71428571429,25.0,33.2,23.6,1.2,75.0,9.600000000000001,0.7884573603642702
2023-10-30,69654,0,0,0,0,0,85497.0,79693.0,67779.85714285714,20.0,32.0,24.1,2.7,76.0,7.899999999999999,1.308332819650179
2023-10-31,62269,0,0,0,0,0,69654.0,71037.0,66345.71428571429,27.0,30.2,23.0,9.4,85.0,7.199999999999999,2.341805806147327
2023-11-01,63710,0,0,0,0,0,62269.0,65422.0,65093.142857142855,21.0,32.1,23.0,1.0,78.0,9.100000000000001,0.6931471805599453
2023-11-02,59335,0,0,0,0,0,63710.0,62055.0,64848.57142857143,23.0,32.8,22.9,6.2,81.0,9.899999999999999,1.9740810260220096
2023-11-03,66048,0,0,0,0,0,59335.0,63404.0,64460.0,18.0,30.3,23.7,4.2,83.0,6.600000000000001,1.6486586255873816
2023-11-04,70250,1,0,0,0,0,66048.0,47351.0,64837.71428571428,22.0,31.2,24.1,4.4,83.0,7.099999999999998,1.6863989535702288
2023-11-05,78389,1,0,0,0,0,70250.0,85497.0,68109.0,21.0,29.3,23.5,12.9,88.0,5.800000000000001,2.631888840136646
2023-11-06,66312,0,0,0,0,0,78389.0,69654.0,67093.57142857143,17.0,30.4,23.2,38.0,88.0,7.199999999999999,3.6635616461296463
2023-11-07,61640,0,0,0,0,0,66312.0,62269.0,66616.14285714286,17.0,29.9,23.2,8.2,87.0,6.699999999999999,2.2192034840549946
2023-11-08,58157,0,0,0,0,0,61640.0,63710.0,66526.28571428571,17.0,29.9,23.4,13.3,89.0,6.5,2.6602595372658615
2023-11-09,56723,0,0,0,0,0,58157.0,59335.0,65733.0,14.0,30.0,23.5,12.4,89.0,6.5,2.5952547069568657
2023-11-10,56978,0,0,0,0,0,56723.0,66048.0,65359.857142857145,16.0,29.0,22.5,9.5,87.0,6.5,2.3513752571634776
2023-11-11,71490,1,0,0,0,0,56978.0,70250.0,64064.142857142855,36.0,30.9,22.8,0.3,79.0,8.099999999999998,0.26236426446749106
2023-11-12,74807,1,0,1,1,0,71490.0,78389.0,64241.28571428572,17.0,30.3,20.6,0.0,79.0,9.7,0.0
2023-11-13,70902,0,0,0,0,0,74807.0,66312.0,63729.57142857143,12.0,30.1,21.3,0.1,79.0,8.8,0.09531017980432487
2023-11-14,69041,0,0,0,0,0,70902.0,61640.0,64385.28571428572,22.0,30.4,20.8,0.2,78.0,9.599999999999998,0.18232155679395465
2023-11-15,71123,0,0,0,0,0,69041.0,58157.0,65442.57142857143,21.0,28.5,23.8,6.7,83.0,4.699999999999999,2.0412203288596382
2023-11-16,62494,0,0,0,0,0,71123.0,56723.0,67294.85714285714,15.0,27.3,22.9,2.4,86.0,4.400000000000002,1.2237754316221157
2023-11-17,67140,0,0,0,0,0,62494.0,56978.0,68119.28571428571,19.0,30.6,21.6,0.0,79.0,9.0,0.0
2023-11-18,70686,1,0,0,0,0,67140.0,71490.0,69571.0,22.0,30.2,20.7,1.0,81.0,9.5,0.6931471805599453
2023-11-19,79800,1,0,0,0,0,70686.0,74807.0,69456.14285714286,26.0,30.8,20.9,0.0,82.0,9.900000000000002,0.0
2023-11-20,67198,0,0,0,0,0,79800.0,70902.0,70169.42857142857,13.0,30.6,21.8,0.3,80.0,8.8,0.26236426446749106
2023-11-21,69981,0,0,0,0,0,67198.0,69041.0,69640.28571428571,27.0,28.0,21.2,1.8,84.0,6.800000000000001,1.0296194171811583
2023-11-22,65891,0,0,0,0,0,69981.0,71123.0,69774.57142857143,29.0,27.7,23.4,32.7,91.0,4.300000000000001,3.517497837358316
2023-11-23,45503,0,0,0,0,0,65891.0,62494.0,69027.14285714286,25.0,28.8,23.3,7.4,91.0,5.5,2.128231705849268
2023-11-24,74843,0,0,0,0,0,45503.0,67140.0,66599.85714285714,23.0,28.6,22.6,20.8,91.0,6.0,3.0819099697950434
2023-11-25,68179,1,0,0,0,0,74843.0,70686.0,67700.28571428571,43.0,28.3,22.6,21.8,90.0,5.699999999999999,3.126760535960395
2023-11-26,70350,1,0,0,0,0,68179.0,79800.0,67342.14285714286,28.0,28.2,22.7,2.5,89.0,5.5,1.252762968495368
2023-11-27,58176,0,0,1,0,0,70350.0,67198.0,65992.14285714286,25.0,29.1,22.2,1.4,84.0,6.900000000000002,0.8754687373538999
2023-11-28,58874,0,0,0,0,0,58176.0,69981.0,64703.28571428572,25.0,27.2,22.6,6.4,90.0,4.599999999999998,2.0014800002101243
2023-11-29,61403,0,0,0,0,0,58874.0,65891.0,63116.57142857143,22.0,28.7,21.8,12.6,87.0,6.899999999999999,2.6100697927420065
2023-11-30,58278,0,0,0,0,0,61403.0,45503.0,62475.42857142857,22.0,27.4,21.9,29.4,90.0,5.5,3.414442608412176
2023-12-01,56950,0,0,0,0,0,58278.0,74843.0,64300.42857142857,21.0,27.4,22.0,12.6,90.0,5.399999999999999,2.6100697927420065
2023-12-02,66162,1,0,0,0,0,56950.0,68179.0,61744.28571428572,19.0,28.0,22.5,5.9,88.0,5.5,1.9315214116032138
2023-12-03,70349,1,0,0,0,0,66162.0,70350.0,61456.142857142855,22.0,26.4,22.2,6.3,90.0,4.199999999999999,1.9878743481543455
2023-12-04,55909,0,0,0,0,0,70349.0,58176.0,61456.0,17.0,25.8,22.8,23.7,91.0,3.0,3.2068032436339315
2023-12-05,44547,0,0,0,0,0,55909.0,58874.0,61132.142857142855,17.0,24.5,23.6,94.0,87.0,0.8999999999999986,4.553876891600541
2023-12-06,45275,0,0,0,0,0,44547.0,61403.0,59085.42857142857,18.0,28.9,22.2,31.7,82.0,6.699999999999999,3.4873750779032076
2023-12-07,56344,0,0,0,0,0,45275.0,58278.0,56781.42857142857,18.0,30.6,20.3,0.0,83.0,10.3,0.0
2023-12-08,54523,0,0,0,0,0,56344.0,56950.0,56505.142857142855,22.0,29.3,22.1,1.8,88.0,7.199999999999999,1.0296194171811583
2023-12-09,68769,1,0,0,0,0,54523.0,66162.0,56158.42857142857,19.0,28.7,22.8,3.9,89.0,5.899999999999999,1.589235205116581
2023-12-10,73091,1,0,0,0,0,68769.0,70349.0,56530.857142857145,20.0,28.4,21.9,0.3,84.0,6.5,0.26236426446749106
2023-12-11,64882,0,0,0,0,0,73091.0,55909.0,56922.57142857143,19.0,27.7,21.1,0.2,85.0,6.599999999999998,0.18232155679395465
2023-12-12,63021,0,0,0,0,0,64882.0,44547.0,58204.42857142857,22.0,28.0,21.4,0.5,83.0,6.600000000000001,0.4054651081081644
2023-12-13,60928,0,0,0,0,0,63021.0,45275.0,60843.57142857143,19.0,28.0,19.6,0.0,81.0,8.399999999999999,0.0
2023-12-14,56049,0,0,0,0,0,60928.0,56344.0,63079.71428571428,20.0,27.5,17.6,0.0,82.0,9.899999999999999,0.0
2023-12-15,71037,0,0,0,0,0,56049.0,54523.0,63037.57142857143,22.0,26.9,18.6,0.5,80.0,8.299999999999997,0.4054651081081644
2023-12-16,59734,1,0,0,0,0,71037.0,68769.0,65396.71428571428,25.0,26.4,20.2,9.4,89.0,6.199999999999999,2.341805806147327
2023-12-17,74845,1,0,0,0,0,59734.0,73091.0,64106.0,22.0,26.8,22.8,6.9,90.0,4.0,2.066862759472976
2023-12-18,61499,0,0,0,0,0,74845.0,64882.0,64356.57142857143,25.0,27.2,22.3,5.1,88.0,4.899999999999999,1.8082887711792655
2023-12-19,64040,0,0,0,0,0,61499.0,63021.0,63873.28571428572,23.0,27.3,21.3,1.2,85.0,6.0,0.7884573603642702
2023-12-20,67043,0,0,0,0,0,64040.0,60928.0,64018.857142857145,24.0,27.4,19.9,0.0,81.0,7.5,0.0
2023-12-21,59868,0,0,0,0,0,67043.0,56049.0,64892.42857142857,25.0,27.5,19.6,0.3,83.0,7.899999999999999,0.26236426446749106
2023-12-22,40638,0,0,0,0,0,59868.0,71037.0,65438.0,23.0,27.1,18.8,0.0,84.0,8.3,0.0
2023-12-23,67906,1,0,0,0,0,40638.0,59734.0,61095.28571428572,25.0,27.3,18.6,0.1,82.0,8.7,0.09531017980432487
2023-12-24,63519,1,0,0,0,0,67906.0,74845.0,62262.71428571428,35.0,26.8,17.4,0.0,82.0,9.400000000000002,0.0
2023-12-25,69294,0,0,1,0,0,63519.0,61499.0,60644.71428571428,34.0,27.0,16.9,0.1,84.0,10.100000000000001,0.09531017980432487
2023-12-26,71488,0,0,0,0,0,69294.0,64040.0,61758.28571428572,52.0,28.2,19.5,0.1,84.0,8.7,0.09531017980432487
2023-12-27,65361,0,0,0,0,0,71488.0,67043.0,62822.28571428572,27.0,27.7,18.1,0.0,83.0,9.599999999999998,0.0
2023-12-28,58415,0,0,0,0,0,65361.0,59868.0,62582.0,22.0,28.0,17.6,0.0,81.0,10.399999999999999,0.0
2023-12-29,56200,0,0,0,0,0,58415.0,40638.0,62374.42857142857,19.0,28.5,18.5,0.1,82.0,10.0,0.09531017980432487
2023-12-30,63728,1,0,0,0,0,56200.0,67906.0,64597.57142857143,24.0,27.6,19.3,0.2,85.0,8.3,0.18232155679395465
2023-12-31,64665,1,0,0,0,0,63728.0,63519.0,64000.71428571428,21.0,28.4,19.9,0.1,82.0,8.5,0.09531017980432487
2024-01-01,63358,0,0,0,0,0,64665.0,69294.0,64164.42857142857,17.0,28.0,18.3,0.0,80.0,9.7,0.0
2024-01-02,73712,0,0,0,0,0,63358.0,71488.0,63316.42857142857,27.0,28.3,18.0,0.0,80.0,10.3,0.0
2024-01-03,65514,0,0,0,0,0,73712.0,65361.0,63634.142857142855,24.0,27.1,19.0,0.0,78.0,8.100000000000001,0.0
2024-01-04,59522,0,0,0,0,0,65514.0,58415.0,63656.0,21.0,27.6,19.2,0.1,79.0,8.400000000000002,0.09531017980432487
2024-01-05,57441,0,0,0,0,0,59522.0,56200.0,63814.142857142855,19.0,27.1,20.9,1.1,83.0,6.200000000000003,0.7419373447293773
2024-01-06,68793,1,0,0,0,0,57441.0,63728.0,63991.42857142857,22.0,28.6,20.7,0.2,78.0,7.900000000000002,0.18232155679395465
2024-01-07,76058,1,0,0,0,0,68793.0,64665.0,64715.0,23.0,28.3,21.3,0.6,80.0,7.0,0.4700036292457355
2024-01-08,61511,0,0,0,0,0,76058.0,63358.0,66342.57142857143,20.0,26.2,20.6,2.6,85.0,5.599999999999998,1.2809338454620642
2024-01-09,61511,0,0,0,0,0,61511.0,73712.0,66078.71428571429,22.0,24.3,22.3,23.6,94.0,2.0,3.202746442938317
2024-01-10,62449,0,0,0,0,0,61511.0,65514.0,64335.71428571428,23.0,28.2,21.2,0.1,83.0,7.0,0.09531017980432487
2024-01-11,53055,0,0,0,0,0,62449.0,59522.0,63897.857142857145,20.0,28.7,20.6,0.0,79.0,8.099999999999998,0.0
2024-01-12,56588,0,0,0,0,0,53055.0,57441.0,62974.0,19.0,28.8,20.0,0.1,81.0,8.8,0.09531017980432487
2024-01-13,65962,1,0,0,0,0,56588.0,68793.0,62852.142857142855,22.0,29.0,18.2,0.0,80.0,10.8,0.0
2024-01-14,86107,1,0,0,1,0,65962.0,76058.0,62447.71428571428,21.0,28.8,19.2,0.0,82.0,9.600000000000001,0.0
2024-01-15,80964,0,0,0,1,0,86107.0,61511.0,63883.28571428572,21.0,29.8,20.4,0.0,76.0,9.400000000000002,0.0
2024-01-16,73016,0,0,0,1,0,80964.0,61511.0,66662.28571428571,24.0,29.3,18.6,0.0,74.0,10.7,0.0
2024-01-17,72263,0,0,0,0,0,73016.0,62449.0,68305.85714285714,19.0,29.4,18.2,0.0,75.0,11.2,0.0
2024-01-18,62649,0,0,0,0,0,72263.0,53055.0,69707.85714285714,19.0,28.7,17.2,0.0,75.0,11.5,0.0
2024-01-19,69874,0,0,0,0,0,62649.0,56588.0,71078.42857142857,28.0,29.2,18.0,0.0,76.0,11.2,0.0
2024-01-20,76041,1,0,0,0,0,69874.0,65962.0,72976.42857142857,22.0,29.5,19.2,0.0,79.0,10.3,0.0
2024-01-21,76041,1,0,0,0,0,76041.0,86107.0,74416.28571428571,22.0,29.8,19.9,0.0,77.0,9.900000000000002,0.0
2024-01-22,67568,0,0,0,0,0,76041.0,80964.0,72978.28571428571,20.0,30.9,18.7,0.0,76.0,12.2,0.0
2024-01-23,63665,0,0,0,0,0,67568.0,73016.0,71064.57142857143,28.0,30.4,18.9,0.0,77.0,11.5,0.0
2024-01-24,65991,0,0,0,0,0,63665.0,72263.0,69728.71428571429,29.0,30.9,19.2,0.2,76.0,11.7,0.18232155679395465
2024-01-25,54105,0,0,0,0,0,65991.0,62649.0,68832.71428571429,51.0,30.8,19.5,0.0,74.0,11.3,0.0
2024-01-26,71664,0,0,1,0,0,54105.0,69874.0,67612.14285714286,24.0,30.9,19.7,0.0,76.0,11.2,0.0
2024-01-27,76104,1,0,0,0,0,71664.0,76041.0,67867.85714285714,20.0,29.8,19.3,0.0,76.0,10.5,0.0
2024-01-28,85142,1,0,0,0,0,76104.0,76041.0,67876.85714285714,19.0,30.2,19.4,0.0,76.0,10.8,0.0
2024-01-29,71082,0,0,0,0,0,85142.0,67568.0,69177.0,17.0,29.6,19.3,0.1,79.0,10.3,0.09531017980432487
2024-01-30,61135,0,0,0,0,0,71082.0,63665.0,69679.0,21.0,29.3,18.7,0.0,73.0,10.600000000000001,0.0
2024-01-31,64635,0,0,0,0,0,61135.0,65991.0,69317.57142857143,16.0,29.4,16.0,0.0,73.0,13.399999999999999,0.0
2024-02-01,57223,0,0,0,0,0,64635.0,54105.0,69123.85714285714,15.0,31.3,18.5,0.0,76.0,12.8,0.0
2024-02-02,58842,0,0,0,0,0,57223.0,71664.0,69569.28571428571,17.0,31.1,21.3,0.4,78.0,9.8,0.33647223662121295
2024-02-03,69232,1,0,0,0,0,58842.0,76104.0,67737.57142857143,18.0,32.1,23.2,0.4,76.0,8.900000000000002,0.33647223662121295
2024-02-04,70679,1,0,0,0,0,69232.0,85142.0,66755.85714285714,23.0,31.9,21.8,0.0,74.0,10.099999999999998,0.0
2024-02-05,64512,0,0,0,0,0,70679.0,71082.0,64689.71428571428,24.0,31.6,19.5,0.0,70.0,12.100000000000001,0.0
2024-02-06,65097,0,0,0,0,0,64512.0,61135.0,63751.142857142855,24.0,30.9,19.5,0.0,70.0,11.399999999999999,0.0
2024-02-07,65683,0,0,0,0,0,65097.0,64635.0,64317.142857142855,28.0,31.8,20.1,0.0,72.0,11.7,0.0
2024-02-08,57357,0,0,0,0,0,65683.0,57223.0,64466.857142857145,24.0,33.0,18.8,0.0,60.0,14.2,0.0
2024-02-09,62593,0,0,0,0,0,57357.0,58842.0,64486.0,21.0,34.5,17.5,0.0,52.0,17.0,0.0
2024-02-10,70158,1,0,0,0,0,62593.0,69232.0,65021.857142857145,30.0,32.8,18.6,0.0,71.0,14.199999999999996,0.0
2024-02-11,72256,1,0,0,0,0,70158.0,70679.0,65154.142857142855,25.0,32.2,20.8,0.0,74.0,11.400000000000002,0.0
2024-02-12,69314,0,0,0,0,0,72256.0,64512.0,65379.42857142857,24.0,31.9,20.2,0.1,71.0,11.7,0.09531017980432487
2024-02-13,68363,0,0,0,0,0,69314.0,65097.0,66065.42857142857,33.0,31.6,18.3,0.0,74.0,13.3,0.0
2024-02-14,67275,0,0,0,0,0,68363.0,65683.0,66532.0,25.0,31.9,19.8,0.0,73.0,12.099999999999998,0.0
2024-02-15,45825,0,0,0,0,0,67275.0,57357.0,66759.42857142857,24.0,31.9,20.8,0.3,71.0,11.099999999999998,0.26236426446749106
2024-02-16,77483,0,0,0,1,0,45825.0,62593.0,65112.0,26.0,32.3,20.3,0.0,68.0,11.999999999999996,0.0
2024-02-17,71021,1,0,0,0,0,77483.0,70158.0,67239.14285714286,23.0,32.6,19.8,0.0,69.0,12.8,0.0
2024-02-18,70338,1,0,0,0,0,71021.0,72256.0,67362.42857142857,28.0,32.7,19.3,0.0,64.0,13.400000000000002,0.0
2024-02-19,64741,0,0,0,0,0,70338.0,69314.0,67088.42857142857,28.0,34.1,19.0,0.0,53.0,15.100000000000001,0.0
2024-02-20,62304,0,0,0,0,0,64741.0,68363.0,66435.14285714286,34.0,34.1,20.7,0.0,63.0,13.400000000000002,0.0
2024-02-21,69191,0,0,0,0,0,62304.0,67275.0,65569.57142857143,32.0,34.0,20.6,0.0,62.0,13.399999999999999,0.0
2024-02-22,57973,0,0,0,0,0,69191.0,45825.0,65843.28571428571,29.0,36.2,22.0,0.0,59.0,14.200000000000003,0.0
2024-02-23,62880,0,0,0,0,0,57973.0,77483.0,67578.71428571429,30.0,35.9,23.2,0.0,63.0,12.7,0.0
2024-02-24,72175,1,0,0,0,0,62880.0,71021.0,65492.57142857143,37.0,37.0,23.5,0.0,66.0,13.5,0.0
2024-02-25,76577,1,0,0,0,0,72175.0,70338.0,65657.42857142857,70.0,33.9,24.8,0.2,68.0,9.099999999999998,0.18232155679395465
2024-02-26,70077,0,0,0,0,0,76577.0,64741.0,66548.71428571429,33.0,34.3,22.8,0.0,66.0,11.499999999999996,0.0
2024-02-27,63421,0,0,0,0,0,70077.0,62304.0,67311.0,31.0,33.3,22.1,0.0,68.0,11.199999999999996,0.0
2024-02-28,66915,0,0,0,0,0,63421.0,69191.0,67470.57142857143,30.0,33.4,21.5,0.0,66.0,11.899999999999999,0.0
2024-02-29,57338,0,0,0,0,0,66915.0,57973.0,67145.42857142857,25.0,34.1,21.1,0.0,59.0,13.0,0.0
2024-03-01,59646,0,0,0,0,0,57338.0,62880.0,67054.71428571429,26.0,35.3,18.5,0.0,53.0,16.799999999999997,0.0
2024-03-02,70442,1,0,0,0,0,59646.0,72175.0,66592.71428571429,26.0,35.3,20.2,0.0,54.0,15.099999999999998,0.0
2024-03-03,76876,1,0,0,0,0,70442.0,76577.0,66345.14285714286,29.0,36.1,20.4,0.0,50.0,15.700000000000003,0.0
2024-03-04,70570,0,0,0,0,0,76876.0,70077.0,66387.85714285714,30.0,35.9,21.3,0.0,60.0,14.599999999999998,0.0
2024-03-05,64552,0,0,0,0,0,70570.0,63421.0,66458.28571428571,31.0,35.8,22.3,0.0,67.0,13.499999999999996,0.0
2024-03-06,65887,0,0,0,0,0,64552.0,66915.0,66619.85714285714,30.0,36.4,23.0,0.0,64.0,13.399999999999999,0.0
2024-03-07,57880,0,0,0,0,0,65887.0,57338.0,66473.0,32.0,37.2,23.2,0.0,57.0,14.000000000000004,0.0
2024-03-08,63831,0,0,0,1,0,57880.0,59646.0,66550.42857142857,26.0,37.4,21.6,0.0,53.0,15.799999999999997,0.0
2024-03-09,68446,1,0,0,0,0,63831.0,70442.0,67148.28571428571,29.0,37.7,22.1,0.0,49.0,15.600000000000001,0.0
2024-03-10,76213,1,0,0,0,0,68446.0,76876.0,66863.14285714286,32.0,37.8,25.0,0.0,62.0,12.799999999999997,0.0
2024-03-11,64802,0,0,0,0,0,76213.0,70570.0,66768.42857142857,24.0,36.9,25.1,0.0,62.0,11.799999999999997,0.0
2024-03-12,60110,0,0,0,0,0,64802.0,64552.0,65944.42857142857,26.0,36.4,23.9,0.0,63.0,12.5,0.0
2024-03-13,67832,0,0,0,0,0,60110.0,65887.0,65309.857142857145,28.0,38.3,23.5,0.0,56.0,14.799999999999997,0.0
2024-03-14,48444,0,0,0,0,0,67832.0,57880.0,65587.71428571429,21.0,38.2,23.5,0.0,52.0,14.700000000000003,0.0
2024-03-15,66322,0,0,0,0,0,48444.0,63831.0,64239.71428571428,27.0,38.6,23.8,0.0,53.0,14.8,0.0
2024-03-16,74351,1,0,0,0,0,66322.0,68446.0,64595.57142857143,29.0,37.4,23.2,0.0,59.0,14.2,0.0
2024-03-17,83825,1,0,0,0,0,74351.0,76213.0,65439.142857142855,28.0,36.7,24.7,0.0,62.0,12.000000000000004,0.0
2024-03-18,65051,0,0,0,0,0,83825.0,64802.0,66526.57142857143,26.0,36.8,24.9,0.0,58.0,11.899999999999999,0.0
2024-03-19,63251,0,0,0,0,0,65051.0,60110.0,66562.14285714286,32.0,36.8,23.5,0.0,57.0,13.299999999999997,0.0
2024-03-20,69072,0,0,0,0,0,63251.0,67832.0,67010.85714285714,26.0,37.1,23.3,0.0,56.0,13.8,0.0
2024-03-21,60485,0,0,0,0,0,69072.0,48444.0,67188.0,31.0,36.7,23.8,0.0,65.0,12.900000000000002,0.0
2024-03-22,59236,0,0,0,0,0,60485.0,66322.0,68908.14285714286,30.0,34.6,23.9,1.2,66.0,10.700000000000003,0.7884573603642702
2024-03-23,72986,1,0,0,0,0,59236.0,74351.0,67895.85714285714,24.0,36.4,23.1,0.0,59.0,13.299999999999997,0.0
2024-03-24,80532,1,0,0,0,0,72986.0,83825.0,67700.85714285714,35.0,38.5,23.5,0.0,57.0,15.0,0.0
2024-03-25,78731,0,0,1,0,0,80532.0,65051.0,67230.42857142857,35.0,38.5,24.4,0.0,56.0,14.100000000000001,0.0
2024-03-26,68563,0,0,0,0,0,78731.0,63251.0,69184.71428571429,66.0,38.1,21.7,0.0,56.0,16.400000000000002,0.0
2024-03-27,64097,0,0,0,0,0,68563.0,69072.0,69943.57142857143,35.0,37.9,21.5,0.0,57.0,16.4,0.0
2024-03-28,64097,0,0,0,0,0,64097.0,60485.0,69232.85714285714,24.0,38.1,23.3,0.0,59.0,14.8,0.0
2024-03-29,60958,0,0,1,0,0,64097.0,59236.0,69748.85714285714,23.0,39.0,22.4,0.0,56.0,16.6,0.0
2024-03-30,79907,1,0,0,0,0,60958.0,72986.0,69994.85714285714,26.0,39.6,24.2,0.0,51.0,15.400000000000002,0.0
2024-03-31,81224,1,0,0,0,0,79907.0,80532.0,70983.57142857143,25.0,39.5,23.1,0.0,47.0,16.4,0.0
2024-04-01,62439,0,0,0,0,0,81224.0,78731.0,71082.42857142857,27.0,38.9,22.8,0.0,48.0,16.099999999999998,0.0
2024-04-02,56228,0,0,0,0,0,62439.0,68563.0,68755.0,25.0,39.5,24.2,0.0,57.0,15.3,0.0
2024-04-03,61087,0,0,0,0,0,56228.0,64097.0,66992.85714285714,24.0,41.0,24.7,0.0,55.0,16.3,0.0
2024-04-04,62549,0,0,0,0,0,61087.0,64097.0,66562.85714285714,20.0,40.4,26.3,0.0,53.0,14.099999999999998,0.0
2024-04-05,59621,0,0,0,0,0,62549.0,60958.0,66341.71428571429,21.0,40.8,25.1,0.0,48.0,15.699999999999996,0.0
2024-04-06,59621,1,0,0,0,0,59621.0,79907.0,66150.71428571429,25.0,41.4,24.1,0.0,43.0,17.299999999999997,0.0
2024-04-07,73801,1,0,0,0,0,59621.0,81224.0,63252.71428571428,26.0,41.7,24.8,0.0,47.0,16.900000000000002,0.0
2024-04-08,61920,0,0,0,0,0,73801.0,62439.0,62192.28571428572,26.0,41.9,24.5,0.0,35.0,17.4,0.0
2024-04-09,55756,0,0,0,1,0,61920.0,56228.0,62118.142857142855,26.0,40.1,23.7,0.0,46.0,16.400000000000002,0.0
